https://www.farpost.ru/vladivostok/realty/sell_flats/dvushka-s-novym-remontom-87663319.html;5 350 000₽;13718;64, 71 микрорайоны, частное лицо, 45,0 кв. м.;2-комнатная; улица Адмирала Кузнецова; 48
https://www.farpost.ru/vladivostok/realty/sell_flats/prodazha-1-komnatoj-kvartiry-v-centre-79415614.html;5 600 000₽;7144;Центр, проверенное агентство, 36,0 кв. м.;1-комнатная; переулок Краснознаменный; 5
javascript:void(0);3 500 000₽;129;Садгород, частное лицо, 40,6 кв. м.;2-комнатная; улица Есенина; 75
https://www.farpost.ru/vladivostok/realty/sell_flats/3-komnatnaja-kvartira-prospekt-krasnogo-znameni-121-87482661.html;9 100 000₽;1384;Третья рабочая, проверенное агентство, 67,0 кв. м.;3-комнатная; проспект Красного Знамени; 121
https://www.farpost.ru/vladivostok/realty/sell_flats/kvartira-205-m2-dlja-semji-s-tremja-detmi-na-chkalova-5-82092305.html;38 500 000₽;4360;Вторая речка, проверенное агентство, 205,0 кв. м.;5-комнатная; улица Чкалова; 5
https://www.farpost.ru/vladivostok/realty/sell_flats/exkljuzivnyj-penthaus-950-kv-m-v-centre-goroda-v-zhk-atlantis-86179189.html;140 000 000₽;6949;Центр, агентство, 950,0 кв. м.;6 комнат и более; улица Морская 1-я; 1
https://www.farpost.ru/vladivostok/realty/sell_flats/4-komnatnaja-kvartira-108-kv-m-na-vysokom-etazhe-krygina-42-86798294.html;17 950 000₽;1547;Эгершельд, проверенное агентство, 108,0 кв. м.;4-комнатная; улица Крыгина; 42
https://www.farpost.ru/vladivostok/realty/sell_flats/1-komnatnaja-kvartira-v-novom-dome-ot-zastrojshika-81884624.html;4 115 400₽;8372;64, 71 микрорайоны, застройщик, 36,1 кв. м.;1-комнатная; улица Нейбута 17 кор.; 5
https://www.farpost.ru/vladivostok/realty/sell_flats/2-komnatnaja-kvartira-v-novom-dome-ot-zastrojshika-81884850.html;8 235 000₽;4471;64, 71 микрорайоны, застройщик, 67,5 кв. м.;2-комнатная; улица Нейбута 17 кор.; 5
https://www.farpost.ru/vladivostok/realty/sell_flats/2-komnatnaja-kvartira-v-novom-dome-na-nejbuta-80319237.html;7 651 400₽;7933;64, 71 микрорайоны, застройщик, 57,1 кв. м.;2-комнатная; улица Нейбута 17 кор.; 6
https://www.farpost.ru/vladivostok/realty/sell_flats/2-komnatnaja-kvartira-s-otdelkoj-v-novom-dome-na-nejbuta-76242489.html;6 498 000₽;22208;64, 71 микрорайоны, застройщик, 57,1 кв. м.;2-комнатная; улица Нейбута 17 кор.; 7
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-3-komnatnaja-kvartira-na-ul-40-let-vlxm-vo-vladivostoke-88761572.html;6 100 000₽;331;Трудовая, проверенное агентство, 69,9 кв. м.;3-комнатная; улица 40 лет ВЛКСМ; 9
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-3-komnatnaja-kv-ul-tolstogo-52-vo-vladivostoke-88761748.html;6 950 000₽;800;Толстого (Буссе), проверенное агентство, 66,2 кв. м.;3-комнатная; улица Толстого; 52
https://www.farpost.ru/vladivostok/realty/sell_flats/dvuh-komnatnaja-kvartira-89236527.html;6 200 000₽;None;64, 71 микрорайоны, агентство, 51,3 кв. м.;2-комнатная; улица Адмирала Кузнецова; 88
https://www.farpost.ru/vladivostok/realty/sell_flats/1-komnatnaja-kvartira-s-otdelkoj-ot-zastrojshika-80340114.html;5 300 070₽;8083;64, 71 микрорайоны, застройщик, 38,1 кв. м.;1-комнатная; улица Зеленый бульвар; 1
https://www.farpost.ru/vladivostok/realty/sell_flats/ujutnaja-1-komn-kvartira-34-3-kv-m-na-4-etazhe-ul-baljaeva-40-89233672.html;5 150 000₽;2;Баляева, проверенное агентство, 34,3 кв. м.;1-комнатная; улица Баляева; 40
https://www.farpost.ru/vladivostok/realty/sell_flats/prodam-2-h-kom-kvartiru-po-ul-1-ja-morskaja-d-11-77414877.html;12 900 000₽;4480;Центр, агентство, 63,0 кв. м.;2-комнатная; улица Морская 1-я; 11
https://www.farpost.ru/vladivostok/realty/sell_flats/otlichnaja-kvartira-s-horoshim-remontom-86273387.html;11 200 000₽;1577;Третья рабочая, агентство, 76,2 кв. м.;4-комнатная; проспект Красного Знамени; 102
https://www.farpost.ru/vladivostok/realty/sell_flats/2-h-komnatnaja-kvartira-v-centre-v-novom-dome-s-otlichnym-vidom-86897153.html;14 500 000₽;1209;Некрасовская, агентство, 68,9 кв. м.;2-комнатная; улица Фонвизина; 2
https://www.farpost.ru/vladivostok/realty/sell_flats/2-komnatnaja-s-razdelnymi-komnatami-87120854.html;5 300 000₽;2073;Баляева, агентство, 43,1 кв. м.;2-комнатная; улица Баляева; 40
https://www.farpost.ru/vladivostok/realty/sell_flats/prodam-vidovuju-kvartiru-zhk-mozhajskij-88016254.html;7 850 000₽;1019;Патрокл, агентство, 52,0 кв. м.;2-комнатная; улица Можайская; 1
https://www.farpost.ru/vladivostok/realty/sell_flats/kvartira-v-novom-dome-v-centre-goroda-88499002.html;9 300 000₽;295;Некрасовская, агентство, 43,0 кв. м.;1-комнатная; улица Фонвизина; 2
https://www.farpost.ru/vladivostok/realty/sell_flats/prodam-3-komnatnuju-kvartiru-87909419.html;6 150 000₽;841;Трудовая, агентство, 43,7 кв. м.;3-комнатная; улица Полярная; 3
javascript:void(0);6 550 000₽;1143;Первая речка, частное лицо, 44,7 кв. м.;2-комнатная; проспект Красного Знамени; 29
https://www.farpost.ru/vladivostok/realty/sell_flats/4-h-komnatnaja-kvartira-admirala-kuznecova-88-vo-vladivostoke-86794792.html;9 200 000₽;1042;64, 71 микрорайоны, частное лицо, 82,5 кв. м.;4-комнатная; улица Адмирала Кузнецова; 88
https://www.farpost.ru/vladivostok/realty/sell_flats/prodam-kvartiru-88581179.html;4 550 000₽;836;64, 71 микрорайоны, частное лицо, 40,2 кв. м.;1-комнатная; улица Зеленый бульвар; 23
https://www.farpost.ru/vladivostok/realty/sell_flats/1-komnatnaja-kvartira-v-novom-zhilom-dome-v-rajone-ulicy-kirova-31-81302463.html;8 129 890₽;3533;Вторая речка, застройщик, 58,3 кв. м.;1-комнатная; улица Кирова; 31
https://www.farpost.ru/vladivostok/realty/sell_flats/2-komnatnaja-kvartira-ot-zastrojshika-79014099.html;6 106 100₽;16516;64, 71 микрорайоны, застройщик, 47,0 кв. м.;2-комнатная; улица Зеленый бульвар; 1
https://www.farpost.ru/vladivostok/realty/sell_flats/prodam-4-komnatnuju-kvartiru-na-lugovoj-vo-vladivostoke-88242173.html;7 750 000₽;851;Луговая, агентство, 76,4 кв. м.;4-комнатная; улица Луговая; 59а
https://www.farpost.ru/vladivostok/realty/sell_flats/2-komnatnaja-kvartira-v-novom-zhilom-dome-v-rajone-ulicy-kirova-31-81302923.html;9 235 030₽;4357;Вторая речка, застройщик, 63,1 кв. м.;2-комнатная; улица Кирова; 31
https://www.farpost.ru/vladivostok/realty/sell_flats/prodam-kvartiru-88859553.html;8 100 000₽;398;64, 71 микрорайоны, частное лицо, 57,0 кв. м.;2-комнатная; улица Ватутина; 4д
https://www.farpost.ru/vladivostok/realty/sell_flats/prodam-kvartiru-88084380.html;4 800 000₽;1601;Первая речка, агентство, 35,0 кв. м.;1-комнатная; проспект Острякова; 42в
https://www.farpost.ru/vladivostok/realty/sell_flats/trehkomnatnaja-kvartira-83-serii-chapaeva-8-76902006.html;6 600 000₽;7998;Вторая речка, проверенное агентство, 67,0 кв. м.;3-комнатная; улица Чапаева; 8
https://www.farpost.ru/vladivostok/realty/sell_flats/dvuhkomnatnaja-kvartira-vostrecova-7-88061899.html;5 500 000₽;2083;Столетие, агентство, 43,0 кв. м.;2-комнатная; улица Вострецова; 7
https://www.farpost.ru/vladivostok/realty/sell_flats/odnokomnatnaja-kvartira-kaplunova-3-85688847.html;4 800 000₽;1758;Луговая, агентство, 32,6 кв. м.;1-комнатная; улица Каплунова; 3
https://www.farpost.ru/vladivostok/realty/sell_flats/prodam-tepluju-i-ujutnuju-3-komnatnuju-kvartiru-rjadom-s-parkom-75617543.html;8 200 000₽;3403;Луговая, частное лицо, 75,3 кв. м.;3-комнатная; улица Шепеткова; 38
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-otlichnaja-evro-dvushka-s-remontom-mebelju-i-bytovoj-tehnikoj-89231873.html;7 100 000₽;7;Баляева, проверенное агентство, 49,0 кв. м.;2-комнатная; улица Сабанеева; 16в
https://www.farpost.ru/vladivostok/realty/sell_flats/3k-kvartira-v-centre-sdaetsja-ot-100-tys-v-mesjac-81696759.html;9 500 000₽;1184;Центр, частное лицо, 60,3 кв. м.;3-комнатная; улица Захарова; 5
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-2-komnatnaja-kvartira-po-adresu-ul-gamarnika-26-88932757.html;4 900 000₽;582;Столетие, агентство, 47,3 кв. м.;2-комнатная; улица Гамарника; 26
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-kvartira-v-novom-strojashemsja-mikrorajone-solnechnaja-dolina-89232770.html;3 984 000₽;36;Трудовое, проверенное агентство, 48,0 кв. м.;1-комнатная; улица 50 лет Октября; 1
https://www.farpost.ru/vladivostok/realty/sell_flats/1-komnatnaja-kvartira-v-kirpichnom-dome-na-kalinina-89232806.html;5 700 000₽;26;Чуркин, агентство, 33,0 кв. м.;1-комнатная; улица Калинина; 115
https://www.farpost.ru/vladivostok/realty/sell_flats/otlichnaja-odnokomnatnaja-kvartira-po-dostupnoj-cene-vo-vladivostoke-82898736.html;3 650 000₽;6625;Вторая речка, проверенное агентство, 42,6 кв. м.;1-комнатная; улица Лесная; 3а
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-1-kom-kvartira-zejskaja-14-82170576.html;5 100 000₽;7182;Луговая, агентство, 50,1 кв. м.;1-комнатная; улица Зейская; 14
https://www.farpost.ru/vladivostok/realty/sell_flats/1-komnatnaja-s-remontom-mebelju-i-tehnikoj-juzhnaja-storona-89231656.html;4 950 000₽;47;64, 71 микрорайоны, агентство, 31,0 кв. м.;1-комнатная; улица Ватутина; 4в
https://www.farpost.ru/vladivostok/realty/sell_flats/kvartira-82266929.html;6 200 000₽;1822;64, 71 микрорайоны, проверенное агентство, 65,5 кв. м.;3-комнатная; улица Ладыгина; 2
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-odnokomnatnaja-kvartira-vo-vladivostoke-88089165.html;4 200 000₽;857;Вторая речка, частное лицо, 39,0 кв. м.;1-комнатная; улица Русская 61д стр.; 2
https://www.farpost.ru/vladivostok/realty/sell_flats/prodam-3-h-komnatnuju-kvartiru-gamarnika-13-87023045.html;5 750 000₽;1624;Столетие, проверенное агентство, 47,8 кв. м.;3-комнатная; улица Гамарника; 13
https://www.farpost.ru/vladivostok/realty/sell_flats/prodam-kvartiru-vo-vladivostoke-v-zhilom-komplexe-pallada-88980840.html;6 160 000₽;453;Третья рабочая, проверенное агентство, 32,0 кв. м.;1-комнатная; проспект Красного Знамени; 117д
https://www.farpost.ru/vladivostok/realty/sell_flats/kvartira-v-prestizhnom-rajone-v-2-h-ostanovkah-ot-centra-2-spalni-89230736.html;10 000 000₽;62;Первая речка, частное лицо, 47,0 кв. м.;2-комнатная; проспект Красного Знамени; 30
https://www.farpost.ru/vladivostok/realty/sell_flats/predlagaem-k-prodazhe-3-kom-kv-v-centre-vladivostoka-84698033.html;8 300 000₽;1518;Центр, агентство, 59,5 кв. м.;3-комнатная; улица Посьетская; 19
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-2h-komnatnaja-kvartira-89231816.html;6 600 000₽;41;Чуркин, частное лицо, 50,9 кв. м.;2-комнатная; улица Кипарисовая; 2
https://www.farpost.ru/vladivostok/realty/sell_flats/gostinka-jumasheva-24a-89229493.html;2 500 000₽;45;Баляева, проверенное агентство, 14,0 кв. м.;Гостинка; улица Адмирала Юмашева; 24а
https://www.farpost.ru/vladivostok/realty/sell_flats/prodam-otlichnuju-kvartiru-na-pervoj-rechke-84411668.html;15 400 000₽;2940;Первая речка, проверенное агентство, 109,3 кв. м.;3-комнатная; проспект Океанский; 101а
https://www.farpost.ru/vladivostok/realty/sell_flats/predlagaem-k-prodazhe-ujutnuju-kvartiru-v-kirpichnom-dome-84537392.html;7 200 000₽;5961;Толстого (Буссе), агентство, 62,7 кв. м.;3-комнатная; проспект Красного Знамени; 86
https://www.farpost.ru/vladivostok/realty/sell_flats/kvartira-svobodnoj-planirovki-v-novom-zhilom-dome-lastochka-86178778.html;5 913 600₽;5358;Третья рабочая, застройщик, 49,3 кв. м.;1-комнатная; улица Рабочая 10-я; 80
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-2-h-komnatnaja-kvartira-s-vidom-na-more-na-tihoj-89230496.html;5 500 000₽;29;Тихая, агентство, 47,0 кв. м.;2-комнатная; улица Беляева; 6
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-3-komnatnaja-kvartira-89183916.html;8 000 000₽;166;Вторая речка, частное лицо, 67,6 кв. м.;3-комнатная; улица Русская; 61г
javascript:void(0);2 200 000₽;57;Вторая речка, частное лицо, 34,8 кв. м. (доля);1-комнатная; улица Русская; 83
https://www.farpost.ru/vladivostok/realty/sell_flats/otlichnaja-evrodvushka-85604902.html;8 200 000₽;6014;Третья рабочая, частное лицо, 40,6 кв. м.;2-комнатная; улица Жигура; 12а
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-2-h-komnatnaja-kvartira-na-vjazovoj-9-88666317.html;6 300 000₽;454;Чуркин, агентство, 49,3 кв. м.;2-комнатная; улица Вязовая; 9
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-kvartira-na-nizhneportovoj-6g-88932095.html;4 600 000₽;429;Эгершельд, проверенное агентство, 50,6 кв. м.;2-комнатная; улица Нижнепортовая; 6г
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-3-h-komnatnaja-kvartira-v-kirpichnom-dome-na-zejskoj-84452479.html;10 500 000₽;2587;Луговая, проверенное агентство, 100,0 кв. м.;3-комнатная; улица Зейская; 4/2
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-gostinka-na-krasnogo-znameni-133-4-89230135.html;2 850 000₽;52;Третья рабочая, проверенное агентство, 17,8 кв. м.;Гостинка; проспект Красного Знамени; 133/4
https://www.farpost.ru/vladivostok/realty/sell_flats/3-komnatnaja-kvartira-amurskaja-8-86925081.html;5 800 000₽;3628;Первая речка, проверенное агентство, 47,9 кв. м.;3-комнатная; улица Амурская; 8
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-penthaus-iljicheva-4-77789570.html;17 600 000₽;12385;Столетие, проверенное агентство, 96,8 кв. м.;2-комнатная; улица Ильичева; 4
https://www.farpost.ru/vladivostok/realty/sell_flats/prodam-kvartiru-78330906.html;4 990 000₽;8660;Баляева, частное лицо, 41,7 кв. м.;2-комнатная; улица Адмирала Кузнецова; 52а
https://www.farpost.ru/vladivostok/realty/sell_flats/1-k-s-kladovoj-v-zhk-sadovyj-kvartal-87993014.html;4 600 000₽;852;Садгород, агентство, 31,0 кв. м.;1-комнатная; улица Линейная 2-я; 19
https://www.farpost.ru/vladivostok/realty/sell_flats/2-k-kvartira-na-posjetskoj-87992638.html;8 500 000₽;502;Эгершельд, агентство, 42,9 кв. м.;2-комнатная; улица Посьетская; 11
https://www.farpost.ru/vladivostok/realty/sell_flats/kvartira-v-centre-goroda-s-unikalnoj-planirovkoj-89230040.html;5 700 000₽;85;Центр, проверенное агентство, 49,4 кв. м.;2-комнатная; проспект Партизанский; 28а
https://www.farpost.ru/vladivostok/realty/sell_flats/gostinka-89229757.html;1 700 000₽;213;Вторая речка, агентство, 18,0 кв. м.;Гостинка; улица Чапаева; 16
https://www.farpost.ru/vladivostok/realty/sell_flats/prodam-4-h-komnatnuju-kvartiru-na-pervoj-rechke-87853627.html;12 000 000₽;1161;Первая речка, частное лицо, 71,3 кв. м.;4-комнатная; проспект Океанский; 90
https://www.farpost.ru/vladivostok/realty/sell_flats/dvuhkomnatnaja-kvartira-83-serii-78573275.html;5 700 000₽;2839;64, 71 микрорайоны, проверенное агентство, 56,0 кв. м.;2-комнатная; улица Нейбута; 21
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-2-komnatnaja-kvartira-v-novom-dome-81043012.html;7 850 000₽;3706;Баляева, проверенное агентство, 55,8 кв. м.;2-комнатная; улица Сабанеева; 16в
https://www.farpost.ru/vladivostok/realty/sell_flats/otlichnaja-kvartira-v-novom-dome-88234957.html;6 900 000₽;784;Вторая речка, проверенное агентство, 30,0 кв. м.;1-комнатная; улица Русская; 51в
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaju-gostinku-23-kv-m-na-lermontova-79a-88764056.html;2 650 000₽;352;Трудовое, агентство, 22,3 кв. м.;Гостинка; улица Лермонтова; 79а
https://www.farpost.ru/vladivostok/realty/sell_flats/predlagaem-k-prodazhe-1-komnatnuju-kvartiru-89223526.html;4 500 000₽;41;Трудовое, агентство, 30,8 кв. м.;1-комнатная; улица Лермонтова; 19
https://www.farpost.ru/vladivostok/realty/sell_flats/3-komnatanja-v-pp-vesna-88293492.html;7 060 980₽;356;Весенняя, проверенное агентство, 83,0 кв. м.;3-комнатная; улица Бринера 46 стр.; 2
https://www.farpost.ru/vladivostok/realty/sell_flats/kvartira-s-remontom-75-000-rub-kv-m-88314131.html;4 447 500₽;2001;Баляева, агентство, 59,3 кв. м.;2-комнатная; улица Сабанеева; 22
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-2-komnatnaja-kvartira-po-adresu-ul-zejskaja-14-89220119.html;6 700 000₽;38;Луговая, агентство, 50,1 кв. м.;2-комнатная; улица Зейская; 14
https://www.farpost.ru/vladivostok/realty/sell_flats/4h-komn-nekrasovskaja-d-92-87666204.html;10 000 000₽;1137;Некрасовская, агентство, 83,0 кв. м.;4-комнатная; улица Некрасовская; 92
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-3-komn-kvartira-s-mashinomestom-88006071.html;9 775 000₽;1821;Эгершельд, застройщик, 58,5 кв. м.;3-комнатная; улица Леонова; 70
https://www.farpost.ru/vladivostok/realty/sell_flats/2-k-kvartira-biznes-klassa-v-zhk-olga-vo-vladivostoke-79488319.html;12 381 610₽;6616;Первая речка, застройщик, 71,6 кв. м.;2-комнатная; проспект Партизанский; 45а
https://www.farpost.ru/vladivostok/realty/sell_flats/prodam-2-h-komnatnuju-kvartiru-89221514.html;6 700 000₽;65;Снеговая падь, частное лицо, 53,5 кв. м.;2-комнатная; улица Адмирала Смирнова; 18
https://www.farpost.ru/vladivostok/realty/sell_flats/3-k-kvartira-121-5-kv-m-zhk-prjaniki-ot-zastrojshika-a-1-72405948.html;22 483 050₽;4374;Седанка, застройщик, 121,5 кв. м.;3-комнатная; улица Двенадцатая; 8
https://www.farpost.ru/vladivostok/realty/sell_flats/prekrasnaja-kvartira-na-o-russkij-86506390.html;7 600 000₽;1483;о. Русский, агентство, 60,0 кв. м.;2-комнатная; улица Мелководный (о. Русский); 31
https://www.farpost.ru/vladivostok/realty/sell_flats/gostinka-studija-ulica-nadibaidze-6a-89226988.html;3 600 000₽;115;Чуркин, частное лицо, 22,7 кв. м.;Гостинка; улица Надибаидзе; 6а
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-2-h-komnatnaja-kvartira-na-russkoj-89227517.html;5 600 000₽;101;Вторая речка, агентство, 46,2 кв. м.;2-комнатная; улица Русская; 72а
https://www.farpost.ru/vladivostok/realty/sell_flats/2h-komnatnaja-admirala-smirnova-88090703.html;6 700 000₽;966;Снеговая падь, частное лицо, 53,5 кв. м.;2-комнатная; улица Адмирала Смирнова; 14
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-horoshaja-dvuhkomnatnaja-kvartira-na-srednem-etazhe-88445248.html;5 800 000₽;1880;Вторая речка, проверенное агентство, 46,2 кв. м.;2-комнатная; улица Кирова; 14/1
https://www.farpost.ru/vladivostok/realty/sell_flats/otlichnaja-3-eh-komnatnaja-na-bame-vo-vladivostoke-88641164.html;8 299 000₽;972;БАМ, проверенное агентство, 59,0 кв. м.;3-комнатная; улица Ульяновская; 6
https://www.farpost.ru/vladivostok/realty/sell_flats/otlichnaja-trehkomnatnaja-kvartira-83-serii-vo-vladivostoke-82900250.html;6 401 130₽;2727;Вторая речка, проверенное агентство, 92,8 кв. м.;3-комнатная; улица Лесная; 3
https://www.farpost.ru/vladivostok/realty/sell_flats/otlichnaja-trehkomnatnaja-kvartira-po-dostupnoj-cene-vo-vladivostoke-82900093.html;6 239 670₽;3322;Вторая речка, проверенное агентство, 90,4 кв. м.;3-комнатная; улица Лесная; 3
https://www.farpost.ru/vladivostok/realty/sell_flats/otlichnaja-trehkomnatnaja-kvartira-83-serii-po-dostupnoj-cene-79856748.html;5 058 750₽;4854;Вторая речка, проверенное агентство, 71,3 кв. м.;3-комнатная; улица Лесная; 3а
https://www.farpost.ru/vladivostok/realty/sell_flats/1-komnatnaja-kvartira-ulica-enisejskaja-4-87621940.html;6 000 000₽;1702;Вторая речка, проверенное агентство, 28,0 кв. м.;1-комнатная; улица Енисейская; 4
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-2-h-komnatnaja-kvartira-po-ul-enisejskaja-13-vo-vladivostoke-89195968.html;6 200 000₽;35;Вторая речка, проверенное агентство, 42,3 кв. м.;2-комнатная; улица Енисейская; 13
https://www.farpost.ru/vladivostok/realty/sell_flats/prodaetsja-3-komnatnaja-kvartira-na-sipjagina-8-88586362.html;6 100 000₽;1486;Эгершельд, проверенное агентство, 59,4 кв. м.;3-комнатная; улица Сипягина; 8
https://www.farpost.ru/vladivostok/realty/sell_flats/dvuhkomnatnaja-kvartira-v-zhk-zelenyj-ugol-3-ochered-vo-vladivostoke-86461934.html;5 917 800₽;1302;64, 71 микрорайоны, проверенное агентство, 56,4 кв. м.;2-комнатная; улица Нейбута 135 стр.; 3
https://www.farpost.ru/vladivostok/realty/sell_flats/prostornaja-dvuhkomnatnaja-kvartira-s-balkonom-vo-vladivostoke-87124662.html;5 320 400₽;2673;Снеговая падь, проверенное агентство, 57,0 кв. м.;2-комнатная; улица Адмирала Горшкова; 40/7
https://www.farpost.ru/vladivostok/realty/sell_flats/uspejte-kupit-trehkomnatnuju-kvartiru-s-10-skidkoj-vo-vladivostoke-85366679.html;8 536 500₽;782;Океанская, проверенное агентство, 81,3 кв. м.;3-комнатная; улица Брусничная; 3
